Year,Country / territory of asylum/residence,Origin,RSD procedure type / level,Tota pending start-year,of which UNHCR-assisted(start-year),Applied during year,decisions_recognized,decisions_other,Rejected,Otherwise closed,Total decisions,Total pending end-year,of which UNHCR-assisted(end-year)
2012,Spain,Algeria,G / FI,40.0,0,202,5,0,200,1,206,100,0
2012,Finland,Algeria,G / FI,24.0,0,54,0,1,21,50,72,7,0
2012,France,Algeria,G / FI,0.0,0,1162,20,17,1002,0,1039,0,0
2012,France,Algeria,G / RA,0.0,0,38,0,0,0,0,,0,0
2012,France,Algeria,G / AR,0.0,0,691,29,13,677,0,719,0,0
2012,United Kingdom,Algeria,G / AR,68.0,0,76,10,0,66,1,77,56,0
2012,United Kingdom,Algeria,G / FI,128.0,0,296,16,6,148,98,268,172,0
2012,United Kingdom,Algeria,G / RA,0.0,0,22,0,0,3,6,9,0,0
2012,Greece,Algeria,G / AR,0.0,0,0,0,1,0,0,1,0,0
2012,Greece,Algeria,G / FI,0.0,0,105,0,0,337,35,372,0,0
2012,Croatia,Algeria,G / FI,0.0,0,145,0,0,41,76,117,28,28
2012,Croatia,Algeria,G / JR,0.0,0,6,0,0,5,0,5,1,1
2012,Hungary,Algeria,G / FI,0.0,0,59,0,0,7,61,68,0,0
2012,Ireland,Algeria,G / AR,7.0,0,31,1,0,24,3,28,10,0
2012,Ireland,Algeria,G / FI,12.0,0,39,0,0,32,14,46,5,0
2012,Ireland,Algeria,G / SP,108.0,0,24,0,0,4,0,4,128,0
2012,Iceland,Algeria,G / FI,6.0,0,6,0,0,0,4,4,2,0
2012,Iceland,Algeria,G / AR,0.0,0,9,0,0,5,4,9,8,0
2012,Italy,Algeria,G / FI,0.0,0,95,5,5,63,0,73,52,0
2012,Liechtenstein,Algeria,G / FI,0.0,0,2,0,0,1,0,1,1,0
2012,Luxembourg,Algeria,G / FI,0.0,0,32,0,0,20,0,20,0,0
2012,Luxembourg,Algeria,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,Latvia,Algeria,G / FI,5.0,0,1,0,0,3,1,4,2,0
2012,Malta,Algeria,G / AR,7.0,0,0,0,0,0,0,,0,0
2012,Montenegro,Algeria,G / FA,11.0,11,895,0,0,578,272,850,56,22
2012,Netherlands,Algeria,G / FI,6.0,0,28,0,1,23,0,24,6,0
2012,Netherlands,Algeria,G / RA,0.0,0,8,0,0,0,0,,0,0
2012,Norway,Algeria,G / AR,26.0,0,63,0,0,55,3,58,28,0
2012,Norway,Algeria,G / FI,28.0,0,122,0,0,31,95,126,25,0
2012,Poland,Algeria,G / AR,0.0,0,1,0,0,0,0,,0,0
2012,Poland,Algeria,G / FI,7.0,0,0,0,0,1,1,2,3,0
2012,Poland,Algeria,G / RA,0.0,0,2,0,0,0,0,,0,0
2012,Portugal,Algeria,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Romania,Algeria,G / FA,3.0,3,600,0,1,601,26,628,1,1
2012,Slovakia,Algeria,G / FI,0.0,0,17,0,0,5,5,10,0,0
2012,Slovenia,Algeria,G / FI,1.0,0,26,0,0,10,10,20,7,0
2012,Sweden,Algeria,G / AR,43.0,0,0,1,0,101,20,122,34,0
2012,Sweden,Algeria,G / FI,97.0,0,352,0,0,91,104,195,93,0
2012,Turkey,Algeria,U / FI,10.0,10,3,0,0,0,10,10,3,3
2012,Ukraine,Algeria,G / AR,4.0,4,0,0,0,0,0,,4,3
2012,Ukraine,Algeria,G / FI,0.0,0,3,0,0,0,0,,3,2
2012,Austria,Algeria,G / FA,259.0,0,575,1,8,622,54,685,175,0
2012,Azerbaijan,Algeria,G / FI,0.0,0,3,0,0,3,0,3,0,0
2012,Azerbaijan,Algeria,U / FI,0.0,0,3,0,0,0,0,,3,3
2012,Belgium,Algeria,G / RA,0.0,0,79,0,0,0,0,,0,0
2012,Belgium,Algeria,G / FI,106.0,0,173,10,0,111,41,162,104,0
2012,Bulgaria,Algeria,G / FA,49.0,0,70,0,0,6,12,18,0,0
2012,Bulgaria,Algeria,G / RA,0.0,0,3,0,0,0,0,,0,0
2012,Bosnia and Herzegovina,Algeria,G / FA,4.0,4,2,0,0,2,2,4,2,2
2012,Switzerland,Algeria,G / AR,30.0,0,94,0,0,0,0,,43,0
2012,Switzerland,Algeria,G / FI,222.0,0,681,1,2,79,614,696,319,0
2012,Cyprus,Algeria,G / AR,4.0,0,1,0,0,2,0,2,3,0
2012,Cyprus,Algeria,G / FI,0.0,0,1,0,0,0,0,,1,0
2012,Cyprus,Algeria,U / FA,0.0,0,1,0,0,0,0,,1,0
2012,Germany,Algeria,G / NA,248.0,0,489,2,1,285,57,345,402,0
2012,Germany,Algeria,G / JR,149.0,0,0,0,0,0,0,,85,0
2012,Spain,Ecuador,G / FI,5.0,0,2,0,0,5,0,5,0,0
2012,Finland,Ecuador,G / FI,0.0,0,3,0,0,0,3,3,0,0
2012,France,Ecuador,G / FI,0.0,0,2,0,0,2,0,2,0,0
2012,France,Ecuador,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,France,Ecuador,G / AR,0.0,0,1,0,0,2,0,2,0,0
2012,United Kingdom,Ecuador,G / AR,0.0,0,0,0,0,1,0,1,0,0
2012,United Kingdom,Ecuador,G / FI,1.0,0,0,0,0,0,0,,0,0
2012,Greece,Ecuador,G / FI,0.0,0,0,0,0,2,0,2,0,0
2012,Italy,Ecuador,G / FI,0.0,0,8,0,0,5,0,5,0,0
2012,Netherlands,Ecuador,G / FI,0.0,0,2,0,0,2,0,2,0,0
2012,Netherlands,Ecuador,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,Romania,Ecuador,G / FA,0.0,0,1,0,0,0,0,,1,0
2012,Sweden,Ecuador,G / AR,1.0,0,0,0,0,1,2,3,9,0
2012,Sweden,Ecuador,G / FI,7.0,0,6,0,0,8,3,11,0,0
2012,Switzerland,Ecuador,G / AR,5.0,0,3,0,0,0,0,,0,0
2012,Switzerland,Ecuador,G / FI,6.0,0,1,0,0,3,2,5,3,0
2012,Germany,Ecuador,G / NA,0.0,0,1,0,0,0,0,,1,0
2012,Germany,Ecuador,G / JR,2.0,0,0,0,0,0,0,,1,0
2012,Germany,Egypt,G / RA,15.0,0,13,1,0,0,15,16,15,0
2012,Denmark,Egypt,G / FI,0.0,0,11,0,0,3,0,3,0,0
2012,Denmark,Egypt,G / AR,0.0,0,4,0,0,0,0,,4,0
2012,Spain,Egypt,G / FI,5.0,0,34,0,0,20,0,20,20,0
2012,Estonia,Egypt,G / FI,0.0,0,2,0,0,1,0,1,1,0
2012,Finland,Egypt,G / FI,13.0,0,7,0,0,12,7,19,4,0
2012,France,Egypt,G / FI,0.0,0,440,41,0,342,0,383,0,0
2012,France,Egypt,G / RA,0.0,0,7,0,0,0,0,,0,0
2012,France,Egypt,G / AR,0.0,0,271,56,1,61,0,118,0,0
2012,United Kingdom,Egypt,G / AR,74.0,0,91,20,0,63,7,90,55,0
2012,United Kingdom,Egypt,G / FI,75.0,0,260,63,2,155,26,246,95,0
2012,United Kingdom,Egypt,G / RA,0.0,0,9,0,0,2,4,6,0,0
2012,Georgia,Egypt,G / FA,0.0,0,22,0,0,0,4,4,18,18
2012,Greece,Egypt,G / AR,0.0,0,0,0,2,0,0,2,0,0
2012,Greece,Egypt,G / FI,0.0,0,249,0,0,339,100,439,0,0
2012,Croatia,Egypt,G / FI,0.0,0,5,0,0,0,4,4,1,1
2012,Hungary,Egypt,G / FI,0.0,0,8,1,0,7,5,13,0,0
2012,Ireland,Egypt,G / AR,1.0,0,6,0,0,6,0,6,1,0
2012,Ireland,Egypt,G / FI,10.0,0,15,10,0,5,7,22,3,0
2012,Ireland,Egypt,G / SP,20.0,0,5,0,0,0,0,,25,0
2012,Iceland,Egypt,G / FI,0.0,0,1,0,0,0,0,,1,0
2012,Italy,Egypt,G / FI,0.0,0,445,109,68,109,0,286,267,0
2012,Kazakhstan,Egypt,G / FI,0.0,0,1,1,0,0,0,1,0,0
2012,Lithuania,Egypt,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Luxembourg,Egypt,G / FI,0.0,0,2,0,0,0,0,,0,0
2012,Latvia,Egypt,G / FI,0.0,0,6,0,0,1,1,2,4,0
2012,Malta,Egypt,G / FI,4.0,0,4,2,2,1,2,7,1,0
2012,Malta,Egypt,G / AR,1.0,0,4,0,0,3,1,4,1,0
2012,Montenegro,Egypt,G / FA,0.0,0,5,0,0,1,3,4,1,0
2012,Netherlands,Egypt,G / FI,46.0,0,176,11,26,111,0,148,46,0
2012,Netherlands,Egypt,G / JR,0.0,0,0,0,3,3,0,6,0,0
2012,Netherlands,Egypt,G / RA,0.0,0,29,0,0,0,0,,0,0
2012,Norway,Egypt,G / AR,17.0,0,20,0,0,22,1,23,18,0
2012,Norway,Egypt,G / FI,4.0,0,37,1,0,9,18,28,12,0
2012,Poland,Egypt,G / AR,0.0,0,3,0,0,0,1,1,0,0
2012,Poland,Egypt,G / FI,4.0,0,102,0,0,13,68,81,29,0
2012,Portugal,Egypt,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Romania,Egypt,G / FA,0.0,0,55,4,0,34,12,50,4,4
2012,Slovakia,Egypt,G / FI,0.0,0,10,0,0,0,0,,0,0
2012,Slovenia,Egypt,G / FI,2.0,0,1,0,0,3,0,3,0,0
2012,Sweden,Egypt,G / AR,44.0,0,0,4,1,135,6,146,32,0
2012,Sweden,Egypt,G / FI,69.0,0,151,27,0,88,13,128,74,0
2012,Turkey,Egypt,U / AR,0.0,0,2,0,0,0,1,1,1,1
2012,Turkey,Egypt,U / FI,7.0,7,20,1,0,2,4,7,20,20
2012,Ukraine,Egypt,G / AR,0.0,0,3,0,0,0,1,1,2,2
2012,Ukraine,Egypt,G / FI,1.0,1,9,0,0,2,2,4,6,5
2012,Austria,Egypt,G / FA,174.0,0,123,15,8,84,18,125,192,0
2012,Belgium,Egypt,G / RA,0.0,0,21,0,0,0,0,,0,0
2012,Belgium,Egypt,G / FI,70.0,0,77,2,0,38,2,42,114,0
2012,Bulgaria,Egypt,G / FA,7.0,0,7,0,0,0,6,6,0,0
2012,Bulgaria,Egypt,G / RA,0.0,0,2,0,0,0,0,,0,0
2012,Bosnia and Herzegovina,Egypt,G / FA,1.0,1,0,0,0,0,1,1,0,0
2012,Belarus,Egypt,G / FI,1.0,1,4,0,1,2,0,3,2,2
2012,Switzerland,Egypt,G / AR,1.0,0,24,0,0,0,0,,13,0
2012,Switzerland,Egypt,G / FI,68.0,0,165,1,0,10,124,135,115,0
2012,Cyprus,Egypt,G / AR,55.0,0,96,0,4,105,0,109,42,0
2012,Cyprus,Egypt,G / FI,135.0,0,156,0,0,149,28,177,114,0
2012,Germany,Egypt,G / NA,150.0,0,254,12,1,31,23,67,335,0
2012,Germany,Egypt,G / JR,41.0,0,0,0,0,0,0,,23,0
2012,Germany,Eritrea,G / RA,12.0,0,19,9,3,1,4,17,15,0
2012,Denmark,Eritrea,G / FI,2.0,0,57,1,6,3,0,10,12,0
2012,Denmark,Eritrea,G / AR,0.0,0,4,0,4,2,0,6,4,0
2012,Spain,Eritrea,G / FI,25.0,0,20,10,5,5,0,20,25,0
2012,Finland,Eritrea,G / FI,9.0,0,5,4,0,1,2,7,7,0
2012,France,Eritrea,G / FI,0.0,0,481,92,0,558,0,650,0,0
2012,France,Eritrea,G / RA,0.0,0,13,0,0,0,0,,0,0
2012,France,Eritrea,G / AR,0.0,0,424,132,5,113,0,250,0,0
2012,United Kingdom,Eritrea,G / AR,127.0,0,92,48,0,51,7,106,58,0
2012,United Kingdom,Eritrea,G / FI,319.0,0,768,617,7,81,64,769,317,0
2012,United Kingdom,Eritrea,G / RA,0.0,0,19,0,0,0,3,3,0,0
2012,Greece,Eritrea,G / FI,0.0,0,138,1,1,59,5,66,0,0
2012,Croatia,Eritrea,G / FI,3.0,3,22,1,0,3,13,17,8,8
2012,Hungary,Eritrea,G / FI,0.0,0,5,0,2,0,5,7,0,0
2012,Ireland,Eritrea,G / AR,3.0,0,1,0,0,2,0,2,2,0
2012,Ireland,Eritrea,G / FI,1.0,0,8,0,0,6,3,9,0,0
2012,Ireland,Eritrea,G / SP,39.0,0,1,0,0,2,0,2,38,0
2012,Iceland,Eritrea,G / FI,0.0,0,2,0,0,0,1,1,1,0
2012,Iceland,Eritrea,G / AR,2.0,0,1,0,0,0,1,1,1,0
2012,Italy,Eritrea,G / FI,0.0,0,734,116,77,22,0,215,617,0
2012,Liechtenstein,Eritrea,G / FI,5.0,0,0,5,0,0,0,5,0,0
2012,Lithuania,Eritrea,G / FI,0.0,0,6,4,2,0,0,6,0,0
2012,Luxembourg,Eritrea,G / FI,0.0,0,7,0,0,1,0,1,0,0
2012,Malta,Eritrea,G / FI,2.0,0,434,154,4,37,4,199,240,0
2012,Malta,Eritrea,G / AR,69.0,0,27,0,0,5,0,5,22,0
2012,Netherlands,Eritrea,G / FI,167.0,0,424,12,259,197,0,468,167,0
2012,Netherlands,Eritrea,G / JR,0.0,0,0,2,5,14,0,21,0,0
2012,Netherlands,Eritrea,G / RA,0.0,0,57,0,0,0,0,,0,0
2012,Norway,Eritrea,G / AR,513.0,0,587,87,0,452,51,590,458,0
2012,Norway,Eritrea,G / FI,639.0,0,1183,1224,4,150,111,1489,350,0
2012,Poland,Eritrea,G / FI,0.0,0,4,0,0,0,0,,4,0
2012,Portugal,Eritrea,G / FI,0.0,0,2,0,0,0,0,,2,0
2012,Romania,Eritrea,G / FA,0.0,0,16,9,4,3,0,16,0,0
2012,Slovakia,Eritrea,G / FI,0.0,0,29,0,1,1,11,13,0,0
2012,Slovenia,Eritrea,G / FI,1.0,0,4,0,0,1,0,1,4,0
2012,Sweden,Eritrea,G / AR,91.0,0,0,5,44,175,29,253,41,0
2012,Sweden,Eritrea,G / FI,525.0,0,2356,199,1080,89,209,1577,945,0
2012,Turkey,Eritrea,U / AR,9.0,9,2,2,0,0,9,11,0,0
2012,Turkey,Eritrea,U / FI,13.0,13,27,4,0,0,4,8,32,32
2012,Turkey,Eritrea,U / RA,0.0,0,2,2,0,0,0,2,0,0
2012,Ukraine,Eritrea,G / AR,6.0,6,12,0,0,1,2,3,15,11
2012,Ukraine,Eritrea,G / FI,0.0,0,28,2,3,13,3,21,7,6
2012,Ukraine,Eritrea,U / FA,0.0,0,1,1,0,0,0,1,0,0
2012,Austria,Eritrea,G / FA,24.0,0,17,11,2,6,3,22,19,0
2012,Belgium,Eritrea,G / RA,0.0,0,15,0,0,0,0,,0,0
2012,Belgium,Eritrea,G / FI,14.0,0,65,12,1,12,1,26,32,0
2012,Bulgaria,Eritrea,G / FA,0.0,0,1,0,0,0,0,,0,0
2012,Bosnia and Herzegovina,Eritrea,G / FA,0.0,0,3,0,3,0,0,3,0,0
2012,Belarus,Eritrea,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Belarus,Eritrea,G / JR,0.0,0,1,0,0,0,0,,1,1
2012,Switzerland,Eritrea,G / AR,240.0,0,448,0,0,0,0,,70,0
2012,Switzerland,Eritrea,G / FI,1234.0,0,4295,1332,214,24,540,2110,3694,0
2012,Cyprus,Eritrea,G / AR,0.0,0,0,0,0,0,0,,0,0
2012,Cyprus,Eritrea,G / FI,0.0,0,0,0,0,0,0,,0,0
2012,Germany,Eritrea,G / NA,639.0,0,650,204,35,38,81,358,888,0
2012,Germany,Eritrea,G / JR,111.0,0,0,0,0,0,0,,115,0
2012,Spain,Western Sahara,G / FI,20.0,0,48,5,0,65,0,70,10,0
2012,France,Western Sahara,G / FI,0.0,0,115,28,0,55,0,83,0,0
2012,France,Western Sahara,G / RA,0.0,0,3,0,0,0,0,,0,0
2012,France,Western Sahara,G / AR,0.0,0,32,4,0,5,0,9,0,0
2012,United Kingdom,Western Sahara,G / AR,1.0,0,0,0,0,0,0,,0,0
2012,United Kingdom,Western Sahara,G / FI,1.0,0,7,0,1,1,0,2,4,0
2012,Hungary,Western Sahara,G / FI,0.0,0,3,0,0,0,2,2,0,0
2012,Iceland,Western Sahara,G / FI,0.0,0,1,0,0,0,0,,1,0
2012,Italy,Western Sahara,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Malta,Western Sahara,G / AR,1.0,0,0,0,0,0,0,,0,0
2012,Norway,Western Sahara,G / AR,1.0,0,0,0,0,0,0,,0,0
2012,Ukraine,Western Sahara,G / AR,2.0,2,1,0,0,0,0,,3,2
2012,Austria,Western Sahara,G / FA,0.0,0,0,0,0,0,1,1,0,0
2012,Belgium,Western Sahara,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Bulgaria,Western Sahara,G / FA,1.0,0,0,0,0,0,0,,0,0
2012,Germany,Spain,G / JR,2.0,0,0,0,0,0,0,,0,0
2012,Denmark,Spain,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Finland,Spain,G / FI,0.0,0,0,0,0,0,2,2,0,0
2012,United Kingdom,Spain,G / AR,0.0,0,0,0,0,0,0,,1,0
2012,United Kingdom,Spain,G / FI,0.0,0,2,0,0,1,0,1,0,0
2012,Hungary,Spain,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Iceland,Spain,G / AR,1.0,0,0,0,0,0,0,,0,0
2012,Norway,Spain,G / AR,2.0,0,1,0,0,1,0,1,1,0
2012,Norway,Spain,G / FI,0.0,0,3,0,0,1,0,1,2,0
2012,Sweden,Spain,G / AR,0.0,0,0,0,0,3,0,3,1,0
2012,Sweden,Spain,G / FI,1.0,0,6,0,0,3,0,3,2,0
2012,Belgium,Spain,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Switzerland,Spain,G / AR,0.0,0,3,0,0,0,0,,1,0
2012,Switzerland,Spain,G / FI,3.0,0,8,0,0,0,11,11,1,0
2012,Germany,Spain,G / NA,1.0,0,5,0,0,1,0,1,5,0
2012,Germany,Estonia,G / RA,9.0,0,0,0,0,0,9,9,0,0
2012,Denmark,Estonia,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,France,Estonia,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,United Kingdom,Estonia,G / FI,1.0,0,1,0,0,0,0,,1,0
2012,Sweden,Estonia,G / AR,0.0,0,0,0,0,0,2,2,1,0
2012,Sweden,Estonia,G / FI,0.0,0,2,0,0,0,3,3,0,0
2012,Belarus,Estonia,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Switzerland,Estonia,G / FI,0.0,0,0,0,0,0,1,1,0,0
2012,Germany,Estonia,G / NA,0.0,0,0,0,0,0,0,,0,0
2012,Germany,Ethiopia,G / RA,26.0,0,22,1,5,0,22,28,21,0
2012,Denmark,Ethiopia,G / FI,7.0,0,13,4,0,3,0,7,3,0
2012,Denmark,Ethiopia,G / AR,0.0,0,3,0,1,0,0,1,0,0
2012,Spain,Ethiopia,G / FI,20.0,0,40,0,35,10,0,45,10,0
2012,Finland,Ethiopia,G / FI,21.0,0,13,6,1,9,7,23,19,0
2012,France,Ethiopia,G / FI,0.0,0,122,21,0,100,0,121,0,0
2012,France,Ethiopia,G / RA,0.0,0,7,0,0,0,0,,0,0
2012,France,Ethiopia,G / AR,0.0,0,70,11,3,38,0,52,0,0
2012,United Kingdom,Ethiopia,G / AR,38.0,0,60,13,0,40,5,58,40,0
2012,United Kingdom,Ethiopia,G / FI,49.0,0,153,45,4,64,14,127,72,0
2012,United Kingdom,Ethiopia,G / RA,0.0,0,5,1,0,1,0,2,0,0
2012,Georgia,Ethiopia,G / FA,0.0,0,1,0,0,0,0,,1,1
2012,Greece,Ethiopia,G / AR,0.0,0,0,1,0,0,0,1,0,0
2012,Greece,Ethiopia,G / FI,0.0,0,181,0,0,47,58,105,0,0
2012,Hungary,Ethiopia,G / FI,0.0,0,6,2,0,2,0,4,0,0
2012,Ireland,Ethiopia,G / AR,8.0,0,0,1,0,7,0,8,0,0
2012,Ireland,Ethiopia,G / FI,0.0,0,3,0,0,1,1,2,1,0
2012,Ireland,Ethiopia,G / SP,25.0,0,9,0,0,0,0,,34,0
2012,Iceland,Ethiopia,G / AR,5.0,0,0,0,0,0,0,,0,0
2012,Italy,Ethiopia,G / FI,0.0,0,101,20,20,16,0,56,103,0
2012,Liechtenstein,Ethiopia,G / FI,1.0,0,0,1,0,0,0,1,0,0
2012,Luxembourg,Ethiopia,G / FI,0.0,0,5,0,0,1,0,1,0,0
2012,Malta,Ethiopia,G / FI,11.0,0,38,11,4,11,0,26,23,0
2012,Malta,Ethiopia,G / AR,63.0,0,29,0,0,12,3,15,17,0
2012,Netherlands,Ethiopia,G / FI,67.0,0,71,2,23,62,0,87,67,0
2012,Netherlands,Ethiopia,G / JR,0.0,0,0,1,2,2,0,5,0,0
2012,Netherlands,Ethiopia,G / RA,0.0,0,18,0,0,0,0,,0,0
2012,Norway,Ethiopia,G / AR,324.0,0,700,16,0,529,8,553,424,0
2012,Norway,Ethiopia,G / FI,393.0,0,185,226,0,206,17,449,127,0
2012,Portugal,Ethiopia,G / FI,5.0,0,1,0,0,0,1,1,5,0
2012,Romania,Ethiopia,G / FA,0.0,0,1,0,0,3,0,3,0,0
2012,Slovakia,Ethiopia,G / FI,0.0,0,0,0,0,1,0,1,0,0
2012,Sweden,Ethiopia,G / AR,123.0,0,0,17,1,222,18,258,62,0
2012,Sweden,Ethiopia,G / FI,72.0,0,339,54,7,156,31,248,151,0
2012,Turkey,Ethiopia,U / AR,8.0,8,2,2,0,0,4,6,4,4
2012,Turkey,Ethiopia,U / FI,15.0,15,51,24,0,1,4,29,37,37
2012,Turkey,Ethiopia,U / RA,0.0,0,3,1,0,0,2,3,0,0
2012,Ukraine,Ethiopia,G / AR,5.0,5,6,0,1,0,2,3,8,6
2012,Ukraine,Ethiopia,G / FI,3.0,3,7,0,0,4,4,8,2,2
2012,Austria,Ethiopia,G / FA,38.0,0,16,10,0,1,0,11,42,0
2012,Belgium,Ethiopia,G / RA,0.0,0,18,0,0,0,0,,0,0
2012,Belgium,Ethiopia,G / FI,18.0,0,33,2,0,13,1,16,42,0
2012,Bulgaria,Ethiopia,G / FA,3.0,0,0,0,0,0,0,,0,0
2012,Bulgaria,Ethiopia,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,Bosnia and Herzegovina,Ethiopia,G / FA,1.0,1,0,0,0,1,0,1,0,0
2012,Belarus,Ethiopia,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Belarus,Ethiopia,G / JR,0.0,0,1,0,0,0,0,,1,1
2012,Switzerland,Ethiopia,G / AR,67.0,0,81,0,0,0,0,,26,0
2012,Switzerland,Ethiopia,G / FI,226.0,0,293,44,28,33,75,180,406,0
2012,Cyprus,Ethiopia,G / AR,13.0,0,0,0,0,12,0,12,1,0
2012,Cyprus,Ethiopia,G / FI,0.0,0,1,0,0,0,0,,1,0
2012,Germany,Ethiopia,G / NA,365.0,0,481,61,11,214,29,315,572,0
2012,Germany,Ethiopia,G / JR,232.0,0,0,0,0,0,0,,258,0
2012,Sweden,Finland,G / FI,0.0,0,4,0,0,1,0,1,0,0
2012,United Kingdom,Fiji,G / AR,0.0,0,1,0,0,1,0,1,0,0
2012,United Kingdom,Fiji,G / FI,0.0,0,7,5,1,1,0,7,0,0
2012,Ireland,Fiji,G / SP,1.0,0,0,0,0,0,0,,1,0
2012,Slovakia,Fiji,G / FI,0.0,0,2,0,0,0,0,,0,0
2012,Sweden,Fiji,G / AR,0.0,0,0,0,0,1,0,1,0,0
2012,Belgium,Fiji,G / FI,1.0,0,0,0,0,1,0,1,0,0
2012,Switzerland,Fiji,G / FI,0.0,0,1,1,0,0,0,1,0,0
2012,Denmark,France,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Spain,France,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Finland,France,G / FI,0.0,0,2,0,0,0,0,,0,0
2012,United Kingdom,France,G / FI,1.0,0,1,0,0,1,0,1,0,0
2012,Croatia,France,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Netherlands,France,G / FI,0.0,0,0,0,0,2,0,2,0,0
2012,Norway,France,G / FI,0.0,0,0,0,0,0,1,1,0,0
2012,Sweden,France,G / AR,0.0,0,0,0,0,0,1,1,0,0
2012,Sweden,France,G / FI,0.0,0,1,0,0,2,0,2,0,0
2012,Belgium,France,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,Belgium,France,G / FI,0.0,0,3,0,0,2,2,4,0,0
2012,Switzerland,France,G / AR,0.0,0,1,0,0,0,0,,1,0
2012,Switzerland,France,G / FI,0.0,0,5,0,2,0,3,5,1,0
2012,Germany,France,G / NA,0.0,0,1,0,0,0,0,,1,0
2012,Germany,France,G / JR,1.0,0,0,0,0,0,0,,1,0
2012,Spain,Gabon,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,France,Gabon,G / FI,0.0,0,18,1,3,13,0,17,0,0
2012,France,Gabon,G / RA,0.0,0,2,0,0,0,0,,0,0
2012,France,Gabon,G / AR,0.0,0,5,0,0,4,0,4,0,0
2012,United Kingdom,Gabon,G / AR,0.0,0,1,0,0,1,0,1,1,0
2012,United Kingdom,Gabon,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Greece,Gabon,G / FI,0.0,0,1,0,0,0,0,,0,0
2012,Iceland,Gabon,G / AR,1.0,0,0,0,0,0,0,,0,0
2012,Italy,Gabon,G / FI,0.0,0,7,0,4,6,0,10,5,0
2012,Netherlands,Gabon,G / FI,1.0,0,0,0,0,0,0,,1,0
2012,Norway,Gabon,G / AR,0.0,0,2,0,0,0,0,,2,0
2012,Norway,Gabon,G / FI,0.0,0,2,0,0,0,2,2,0,0
2012,Poland,Gabon,G / FI,0.0,0,0,0,0,0,1,1,0,0
2012,Slovakia,Gabon,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Sweden,Gabon,G / FI,0.0,0,2,0,0,0,1,1,0,0
2012,Ukraine,Gabon,G / FI,2.0,1,0,0,0,0,0,,2,2
2012,Austria,Gabon,G / FA,6.0,0,2,0,0,2,1,3,7,0
2012,Belgium,Gabon,G / RA,0.0,0,1,0,0,0,0,,0,0
2012,Belgium,Gabon,G / FI,1.0,0,4,2,0,3,0,5,1,0
2012,Bulgaria,Gabon,G / FA,0.0,0,1,0,0,0,0,,0,0
2012,Switzerland,Gabon,G / AR,2.0,0,1,0,0,0,0,,3,0
2012,Switzerland,Gabon,G / FI,3.0,0,6,0,0,5,3,8,4,0
2012,Germany,Gabon,G / NA,2.0,0,6,0,0,3,3,6,2,0
2012,Germany,Gabon,G / JR,2.0,0,0,0,0,0,0,,5,0
2012,Finland,United Kingdom,G / FI,0.0,0,0,0,0,0,1,1,0,0
2012,United Kingdom,United Kingdom,G / FI,0.0,0,13,3,2,7,2,14,0,0
2012,Netherlands,United Kingdom,G / FI,0.0,0,0,0,0,2,0,2,0,0
2012,Norway,United Kingdom,G / AR,0.0,0,1,0,0,1,0,1,0,0
2012,Norway,United Kingdom,G / FI,0.0,0,1,0,0,1,0,1,0,0
2012,Sweden,United Kingdom,G / FI,0.0,0,2,0,0,1,1,2,0,0
2012,Switzerland,United Kingdom,G / FI,0.0,0,1,0,0,0,1,1,0,0
2012,Germany,United Kingdom,G / NA,1.0,0,1,0,0,0,0,,2,0
2012,Germany,United Kingdom,G / JR,1.0,0,0,0,0,0,0,,1,0
2012,Germany,Georgia,G / RA,23.0,0,132,0,1,6,73,80,78,0
2012,Denmark,Georgia,G / FI,1.0,0,75,0,0,7,0,7,4,0
2012,Denmark,Georgia,G / AR,0.0,0,12,0,0,6,0,6,7,0
2012,Spain,Georgia,G / FI,10.0,0,9,0,0,10,0,10,10,0
2012,Estonia,Georgia,G / FI,0.0,0,35,0,3,21,10,34,1,0
2012,Finland,Georgia,G / FI,29.0,0,29,0,0,7,41,48,5,0
2012,France,Georgia,G / FI,0.0,0,2552,31,4,1738,0,1773,1137,0
